area,item,year,yield,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Japan,Potatoes,1991,322809,1668,13.32,79821.18
Japan,Potatoes,1992,313645,1668,12.94,79821.18
Japan,Potatoes,1993,304856,1668,12.49,79821.18
Japan,Potatoes,1994,312107,1668,13.78,79821.18
Japan,Potatoes,1995,323558,1668,12.98,79821.18
Japan,Potatoes,1996,299709,1668,12.61,79821.18
Japan,Potatoes,1997,307549,1668,13.43,79821.18
Japan,Potatoes,1998,307608,1668,13.74,79821.18
Japan,Potatoes,1999,303275,1668,13.78,79821.18
Japan,Potatoes,2000,306342,1668,13.5,79821.18
Japan,Potatoes,2001,318172,1668,13.13,78735.45
Japan,Potatoes,2002,334130,1668,13.42,70262.54
Japan,Potatoes,2004,330734,1668,14.05,64688.88
Japan,Potatoes,2005,316341,1668,12.99,63829.77
Japan,Potatoes,2006,304273,1668,13.28,65248.26
Japan,Potatoes,2007,340000,1668,13.68,61164.07
Japan,Potatoes,2008,323086,1668,13.31,58750
Japan,Potatoes,2009,295909,1668,13.55,60970.8
Japan,Potatoes,2010,277576,1668,13.82,55576
Japan,Potatoes,2011,294691,1668,13.32,51796.3
Japan,Potatoes,2012,307882,1668,13.11,54716.4
Japan,Potatoes,2013,302133,1668,13.91,52794.3
Japan,"Rice, paddy",1990,63279,1668,14.14,79821.18
Japan,"Rice, paddy",1991,58590,1668,13.32,79821.18
Japan,"Rice, paddy",1992,62754,1668,12.94,79821.18
Japan,"Rice, paddy",1993,45783,1668,12.49,79821.18
Japan,"Rice, paddy",1994,67703,1668,13.78,79821.18
Japan,"Rice, paddy",1995,63432,1668,12.98,79821.18
Japan,"Rice, paddy",1996,65402,1668,12.61,79821.18
Japan,"Rice, paddy",1997,64163,1668,13.43,79821.18
Japan,"Rice, paddy",1998,62188,1668,13.74,79821.18
Japan,"Rice, paddy",1999,64143,1668,13.78,79821.18
Japan,"Rice, paddy",2000,67023,1668,13.5,79821.18
Japan,"Rice, paddy",2001,66354,1668,13.13,78735.45
Japan,"Rice, paddy",2002,65823,1668,13.42,70262.54
Japan,"Rice, paddy",2004,64150,1668,14.05,64688.88
Japan,"Rice, paddy",2005,66483,1668,12.99,63829.77
Japan,"Rice, paddy",2006,63359,1668,13.28,65248.26
Japan,"Rice, paddy",2007,65111,1668,13.68,61164.07
Japan,"Rice, paddy",2008,67786,1668,13.31,58750
Japan,"Rice, paddy",2009,65222,1668,13.55,60970.8
Japan,"Rice, paddy",2010,65135,1668,13.82,55576
Japan,"Rice, paddy",2011,66624,1668,13.32,51796.3
Japan,"Rice, paddy",2012,67388,1668,13.11,54716.4
Japan,"Rice, paddy",2013,67280,1668,13.91,52794.3
Japan,Soybeans,1990,15106,1668,14.14,79821.18
Japan,Soybeans,1991,14013,1668,13.32,79821.18
Japan,Soybeans,1992,17116,1668,12.94,79821.18
Japan,Soybeans,1993,11510,1668,12.49,79821.18
Japan,Soybeans,1994,16223,1668,13.78,79821.18
Japan,Soybeans,1995,17347,1668,12.98,79821.18
Japan,Soybeans,1996,18093,1668,12.61,79821.18
Japan,Soybeans,1997,17380,1668,13.43,79821.18
Japan,Soybeans,1998,14495,1668,13.74,79821.18
Japan,Soybeans,1999,17301,1668,13.78,79821.18
Japan,Soybeans,2000,19184,1668,13.5,79821.18
Japan,Soybeans,2001,20195,1668,13.13,78735.45
Japan,Soybeans,2002,18025,1668,13.42,70262.54
Japan,Soybeans,2004,11930,1668,14.05,64688.88
Japan,Soybeans,2005,16791,1668,12.99,63829.77
Japan,Soybeans,2006,16129,1668,13.28,65248.26
Japan,Soybeans,2007,16392,1668,13.68,61164.07
Japan,Soybeans,2008,17791,1668,13.31,58750
Japan,Soybeans,2009,15812,1668,13.55,60970.8
Japan,Soybeans,2010,16158,1668,13.82,55576
Japan,Soybeans,2011,16006,1668,13.32,51796.3
Japan,Soybeans,2012,17994,1668,13.11,54716.4
Japan,Soybeans,2013,15520,1668,13.91,52794.3
Japan,Sweet potatoes,1990,231353,1668,14.14,79821.18
Japan,Sweet potatoes,1991,205631,1668,13.32,79821.18
Japan,Sweet potatoes,1992,235027,1668,12.94,79821.18
Japan,Sweet potatoes,1993,194906,1668,12.49,79821.18
Japan,Sweet potatoes,1994,246394,1668,13.78,79821.18
Japan,Sweet potatoes,1995,241020,1668,12.98,79821.18
Japan,Sweet potatoes,1996,233474,1668,12.61,79821.18
Japan,Sweet potatoes,1997,243011,1668,13.43,79821.18
Japan,Sweet potatoes,1998,249781,1668,13.74,79821.18
Japan,Sweet potatoes,1999,226517,1668,13.78,79821.18
Japan,Sweet potatoes,2000,247327,1668,13.5,79821.18
Japan,Sweet potatoes,2001,251300,1668,13.13,78735.45
Japan,Sweet potatoes,2002,254321,1668,13.42,70262.54
Japan,Sweet potatoes,2004,250372,1668,14.05,64688.88
Japan,Sweet potatoes,2005,258088,1668,12.99,63829.77
Japan,Sweet potatoes,2006,242377,1668,13.28,65248.26
Japan,Sweet potatoes,2007,237936,1668,13.68,61164.07
Japan,Sweet potatoes,2008,248403,1668,13.31,58750
Japan,Sweet potatoes,2009,253333,1668,13.55,60970.8
Japan,Sweet potatoes,2010,217531,1668,13.82,55576
Japan,Sweet potatoes,2011,227738,1668,13.32,51796.3
Japan,Sweet potatoes,2012,225747,1668,13.11,54716.4
Japan,Sweet potatoes,2013,244119,1668,13.91,52794.3
Japan,Wheat,1990,36540,1668,14.14,79821.18
Japan,Wheat,1991,31797,1668,13.32,79821.18
Japan,Wheat,1992,35371,1668,12.94,79821.18
Japan,Wheat,1993,34739,1668,12.49,79821.18
Japan,Wheat,1994,37182,1668,13.78,79821.18
Japan,Wheat,1995,29319,1668,12.98,79821.18
Japan,Wheat,1996,30164,1668,12.61,79821.18
Japan,Wheat,1997,36387,1668,13.43,79821.18
Japan,Wheat,1998,35111,1668,13.74,79821.18
Japan,Wheat,1999,34544,1668,13.78,79821.18
Japan,Wheat,2000,37607,1668,13.5,79821.18
Japan,Wheat,2001,35546,1668,13.13,78735.45
Japan,Wheat,2002,40010,1668,13.42,70262.54
Japan,Wheat,2004,40466,1668,14.05,64688.88
Japan,Wheat,2005,40970,1668,12.99,63829.77
Japan,Wheat,2006,38351,1668,13.28,65248.26
Japan,Wheat,2007,43400,1668,13.68,61164.07
Japan,Wheat,2008,42203,1668,13.31,58750
Japan,Wheat,2009,32367,1668,13.55,60970.8
Japan,Wheat,2010,27612,1668,13.82,55576
Japan,Wheat,2011,35286,1668,13.32,51796.3
Japan,Wheat,2012,41004,1668,13.11,54716.4
Japan,Wheat,2013,38616,1668,13.91,52794.3
Japan,Yams,1990,210808,1668,14.14,79821.18
Japan,Yams,1991,192204,1668,13.32,79821.18
Japan,Yams,1992,188269,1668,12.94,79821.18
Japan,Yams,1993,157998,1668,12.49,79821.18
Japan,Yams,1994,208410,1668,13.78,79821.18
Japan,Yams,1995,197704,1668,12.98,79821.18
Japan,Yams,1996,194514,1668,12.61,79821.18
Japan,Yams,1997,209840,1668,13.43,79821.18
Japan,Yams,1998,200786,1668,13.74,79821.18
Japan,Yams,1999,217455,1668,13.78,79821.18
Japan,Yams,2000,226577,1668,13.5,79821.18
Japan,Yams,2001,207982,1668,13.13,78735.45
Japan,Yams,2002,206243,1668,13.42,70262.54
Japan,Yams,2004,229051,1668,14.05,64688.88
Japan,Yams,2005,233257,1668,12.99,63829.77
Japan,Yams,2006,225059,1668,13.28,65248.26
Japan,Yams,2007,230788,1668,13.68,61164.07
Japan,Yams,2008,225093,1668,13.31,58750
Japan,Yams,2009,211519,1668,13.55,60970.8
Japan,Yams,2010,226963,1668,13.82,55576
Japan,Yams,2011,220905,1668,13.32,51796.3
Japan,Yams,2012,222059,1668,13.11,54716.4
Japan,Yams,2013,217415,1668,13.91,52794.3
Kazakhstan,Maize,1992,31214,250,2.78,17182
Kazakhstan,Maize,1993,32677,250,1.63,17182
Kazakhstan,Maize,1994,22387,250,3.12,17182
Kazakhstan,Maize,1995,19316,250,4.33,13535
Kazakhstan,Maize,1996,16795,250,1.61,13047
Kazakhstan,Maize,1997,18136,250,4.52,8112
Kazakhstan,Maize,1998,26780,250,3.25,6416.14
Kazakhstan,Maize,1999,30168,250,3.73,4720.28
Kazakhstan,Maize,2000,33350,250,3.23,3024.42
Kazakhstan,Maize,2001,37125,250,3.85,3007.26
Kazakhstan,Maize,2002,41370,250,4.77,3361.84
Kazakhstan,Maize,2004,44575,250,4.18,3802.92
Kazakhstan,Maize,2005,41546,250,4,3666.62
Kazakhstan,Maize,2006,46317,250,3.88,3926.27
Kazakhstan,Maize,2007,45636,250,4.14,5575.89
Kazakhstan,Maize,2008,44042,250,4.19,7044.9
Kazakhstan,Maize,2009,47500,250,3.03,8716.14
Kazakhstan,Maize,2010,48331,250,2.95,6283.85
Kazakhstan,Maize,2011,49864,250,2.67,10656.6
Kazakhstan,Maize,2012,51877,250,2.5,8674.58
Kazakhstan,Maize,2013,52779,250,5.49,8738.38
Kazakhstan,Potatoes,1992,105923,250,2.78,17182
Kazakhstan,Potatoes,1993,96200,250,1.63,17182
Kazakhstan,Potatoes,1994,95739,250,3.12,17182
Kazakhstan,Potatoes,1995,84589,250,4.33,13535
Kazakhstan,Potatoes,1996,88347,250,1.61,13047
Kazakhstan,Potatoes,1997,84078,250,4.52,8112
Kazakhstan,Potatoes,1998,76679,250,3.25,6416.14
Kazakhstan,Potatoes,1999,107532,250,3.73,4720.28
Kazakhstan,Potatoes,2000,106383,250,3.23,3024.42
Kazakhstan,Potatoes,2001,132897,250,3.85,3007.26
Kazakhstan,Potatoes,2002,139278,250,4.77,3361.84
Kazakhstan,Potatoes,2004,134485,250,4.18,3802.92
Kazakhstan,Potatoes,2005,150135,250,4,3666.62
Kazakhstan,Potatoes,2006,153851,250,3.88,3926.27
Kazakhstan,Potatoes,2007,155792,250,4.14,5575.89
Kazakhstan,Potatoes,2008,144356,250,4.19,7044.9
Kazakhstan,Potatoes,2009,162092,250,3.03,8716.14
Kazakhstan,Potatoes,2010,143194,250,2.95,6283.85
Kazakhstan,Potatoes,2011,167176,250,2.67,10656.6
Kazakhstan,Potatoes,2012,165927,250,2.5,8674.58
Kazakhstan,Potatoes,2013,181522,250,5.49,8738.38
Kazakhstan,"Rice, paddy",1992,39915,250,2.78,17182
Kazakhstan,"Rice, paddy",1993,36871,250,1.63,17182
Kazakhstan,"Rice, paddy",1994,27937,250,3.12,17182
Kazakhstan,"Rice, paddy",1995,21932,250,4.33,13535
Kazakhstan,"Rice, paddy",1996,26155,250,1.61,13047
Kazakhstan,"Rice, paddy",1997,30765,250,4.52,8112
Kazakhstan,"Rice, paddy",1998,32162,250,3.25,6416.14
Kazakhstan,"Rice, paddy",1999,28070,250,3.73,4720.28
Kazakhstan,"Rice, paddy",2000,29723,250,3.23,3024.42
Kazakhstan,"Rice, paddy",2001,28714,250,3.85,3007.26
Kazakhstan,"Rice, paddy",2002,30288,250,4.77,3361.84
Kazakhstan,"Rice, paddy",2004,34182,250,4.18,3802.92
Kazakhstan,"Rice, paddy",2005,33518,250,4,3666.62
Kazakhstan,"Rice, paddy",2006,32966,250,3.88,3926.27
Kazakhstan,"Rice, paddy",2007,33678,250,4.14,5575.89
Kazakhstan,"Rice, paddy",2008,33736,250,4.19,7044.9
Kazakhstan,"Rice, paddy",2009,35323,250,3.03,8716.14
Kazakhstan,"Rice, paddy",2010,39697,250,2.95,6283.85
Kazakhstan,"Rice, paddy",2011,37152,250,2.67,10656.6
Kazakhstan,"Rice, paddy",2012,37712,250,2.5,8674.58
Kazakhstan,"Rice, paddy",2013,38500,250,5.49,8738.38
Kazakhstan,Sorghum,1992,11765,250,2.78,17182
Kazakhstan,Sorghum,1993,12500,250,1.63,17182
Kazakhstan,Sorghum,1994,12857,250,3.12,17182
Kazakhstan,Sorghum,1995,5000,250,4.33,13535
Kazakhstan,Sorghum,1996,8255,250,1.61,13047
Kazakhstan,Sorghum,1997,6250,250,4.52,8112
Kazakhstan,Sorghum,1998,7692,250,3.25,6416.14
Kazakhstan,Sorghum,1999,50000,250,3.73,4720.28
Kazakhstan,Sorghum,2000,65862,250,3.23,3024.42
Kazakhstan,Sorghum,2001,31915,250,3.85,3007.26
Kazakhstan,Sorghum,2002,14316,250,4.77,3361.84
Kazakhstan,Sorghum,2004,17500,250,4.18,3802.92
Kazakhstan,Sorghum,2005,20000,250,4,3666.62
Kazakhstan,Sorghum,2006,24128,250,3.88,3926.27
Kazakhstan,Sorghum,2007,4800,250,4.14,5575.89
Kazakhstan,Sorghum,2008,3871,250,4.19,7044.9
Kazakhstan,Sorghum,2009,5000,250,3.03,8716.14
Kazakhstan,Sorghum,2010,4500,250,2.95,6283.85
Kazakhstan,Sorghum,2011,13000,250,2.67,10656.6
Kazakhstan,Sorghum,2012,2750,250,2.5,8674.58
Kazakhstan,Sorghum,2013,2258,250,5.49,8738.38
Kazakhstan,Soybeans,1992,11919,250,2.78,17182
Kazakhstan,Soybeans,1993,11269,250,1.63,17182
Kazakhstan,Soybeans,1994,9667,250,3.12,17182
Kazakhstan,Soybeans,1995,8845,250,4.33,13535
Kazakhstan,Soybeans,1996,8437,250,1.61,13047
Kazakhstan,Soybeans,1997,10445,250,4.52,8112
Kazakhstan,Soybeans,1998,13359,250,3.25,6416.14
Kazakhstan,Soybeans,1999,13000,250,3.73,4720.28
Kazakhstan,Soybeans,2000,11343,250,3.23,3024.42
Kazakhstan,Soybeans,2001,13561,250,3.85,3007.26
Kazakhstan,Soybeans,2002,14955,250,4.77,3361.84
Kazakhstan,Soybeans,2004,14630,250,4.18,3802.92
Kazakhstan,Soybeans,2005,16438,250,4,3666.62
Kazakhstan,Soybeans,2006,16578,250,3.88,3926.27
Kazakhstan,Soybeans,2007,16959,250,4.14,5575.89
Kazakhstan,Soybeans,2008,17326,250,4.19,7044.9
Kazakhstan,Soybeans,2009,18002,250,3.03,8716.14
Kazakhstan,Soybeans,2010,18489,250,2.95,6283.85
Kazakhstan,Soybeans,2011,19001,250,2.67,10656.6
Kazakhstan,Soybeans,2012,20128,250,2.5,8674.58
Kazakhstan,Soybeans,2013,19727,250,5.49,8738.38
Kazakhstan,Wheat,1992,13324,250,2.78,17182
Kazakhstan,Wheat,1993,9178,250,1.63,17182
Kazakhstan,Wheat,1994,7490,250,3.12,17182
Kazakhstan,Wheat,1995,5748,250,4.33,13535
Kazakhstan,Wheat,1996,6835,250,1.61,13047
Kazakhstan,Wheat,1997,8449,250,4.52,8112
Kazakhstan,Wheat,1998,5200,250,3.25,6416.14
Kazakhstan,Wheat,1999,12868,250,3.73,4720.28
Kazakhstan,Wheat,2000,9028,250,3.23,3024.42
Kazakhstan,Wheat,2001,11803,250,3.85,3007.26
Kazakhstan,Wheat,2002,10895,250,4.77,3361.84
Kazakhstan,Wheat,2004,8432,250,4.18,3802.92
Kazakhstan,Wheat,2005,9480,250,4,3666.62
Kazakhstan,Wheat,2006,11348,250,3.88,3926.27
Kazakhstan,Wheat,2007,12983,250,4.14,5575.89
Kazakhstan,Wheat,2008,9715,250,4.19,7044.9
Kazakhstan,Wheat,2009,11941,250,3.03,8716.14
Kazakhstan,Wheat,2010,7336,250,2.95,6283.85
Kazakhstan,Wheat,2011,16609,250,2.67,10656.6
Kazakhstan,Wheat,2012,7929,250,2.5,8674.58
Kazakhstan,Wheat,2013,10762,250,5.49,8738.38
Kenya,Cassava,1990,108498,630,15.94,3469
Kenya,Cassava,1991,100000,630,16.26,3469
Kenya,Cassava,1992,102462,630,16.34,3469
Kenya,Cassava,1993,102936,630,16.36,3469
Kenya,Cassava,1994,91297,630,16.58,3469
Kenya,Cassava,1995,95560,630,16.52,4607
Kenya,Cassava,1996,111344,630,16.44,6344
Kenya,Cassava,1997,94938,630,16.77,5172
Kenya,Cassava,1998,80569,630,16.53,4114
Kenya,Cassava,1999,102106,630,16.7,3056
Kenya,Cassava,2000,69454,630,16.73,1998
Kenya,Cassava,2001,77681,630,16.1,1578
Kenya,Cassava,2002,73441,630,16.61,1578
Kenya,Cassava,2004,111000,630,16.92,1578
Kenya,Cassava,2005,91009,630,17.28,1578
Kenya,Cassava,2006,95856,630,16.92,1578
Kenya,Cassava,2007,74185,630,16.6,1578
Kenya,Cassava,2008,137358,630,16.66,1578
Kenya,Cassava,2009,116431,630,17.3,1578
Kenya,Cassava,2010,52521,630,16.82,1578
Kenya,Cassava,2011,112309,630,16.9,1578
Kenya,Cassava,2012,127273,630,16.84,1578
Kenya,Cassava,2013,142470,630,16.91,1578
Kenya,Maize,1990,16591,630,15.94,3469
Kenya,Maize,1991,18321,630,16.26,3469
Kenya,Maize,1992,17271,630,16.34,3469
Kenya,Maize,1993,15549,630,16.36,3469
Kenya,Maize,1994,20400,630,16.58,3469
Kenya,Maize,1995,18759,630,16.52,4607
Kenya,Maize,1996,14506,630,16.44,6344
Kenya,Maize,1997,14713,630,16.77,5172
Kenya,Maize,1998,16697,630,16.53,4114
Kenya,Maize,1999,14817,630,16.7,3056
Kenya,Maize,2000,14400,630,16.73,1998
Kenya,Maize,2001,17012,630,16.1,1578
Kenya,Maize,2002,15126,630,16.61,1578
Kenya,Maize,2004,19293,630,16.92,1578
Kenya,Maize,2005,16405,630,17.28,1578
Kenya,Maize,2006,17197,630,16.92,1578
Kenya,Maize,2007,18132,630,16.6,1578
Kenya,Maize,2008,13925,630,16.66,1578
Kenya,Maize,2009,12943,630,17.3,1578
Kenya,Maize,2010,17251,630,16.82,1578
Kenya,Maize,2011,15840,630,16.9,1578
Kenya,Maize,2012,17366,630,16.84,1578
Kenya,Maize,2013,16922,630,16.91,1578
Kenya,Plantains and others,1990,125000,630,15.94,3469
Kenya,Plantains and others,1991,125000,630,16.26,3469
Kenya,Plantains and others,1992,125000,630,16.34,3469
Kenya,Plantains and others,1993,123529,630,16.36,3469
Kenya,Plantains and others,1994,125000,630,16.58,3469
Kenya,Plantains and others,1995,125000,630,16.52,4607
Kenya,Plantains and others,1996,123077,630,16.44,6344
Kenya,Plantains and others,1997,122727,630,16.77,5172
Kenya,Plantains and others,1998,126087,630,16.53,4114
Kenya,Plantains and others,1999,127273,630,16.7,3056
Kenya,Plantains and others,2000,128571,630,16.73,1998
Kenya,Plantains and others,2001,121739,630,16.1,1578
Kenya,Plantains and others,2002,121739,630,16.61,1578
Kenya,Plantains and others,2004,123810,630,16.92,1578
Kenya,Plantains and others,2005,123810,630,17.28,1578
Kenya,Plantains and others,2006,121739,630,16.92,1578
Kenya,Plantains and others,2007,123810,630,16.6,1578
Kenya,Plantains and others,2008,124000,630,16.66,1578
Kenya,Plantains and others,2009,123077,630,17.3,1578
Kenya,Plantains and others,2010,125000,630,16.82,1578
Kenya,Plantains and others,2011,124000,630,16.9,1578
Kenya,Plantains and others,2012,120000,630,16.84,1578
Kenya,Plantains and others,2013,119231,630,16.91,1578
Kenya,Potatoes,1990,88655,630,15.94,3469
Kenya,Potatoes,1991,113356,630,16.26,3469
Kenya,Potatoes,1992,92975,630,16.34,3469
Kenya,Potatoes,1993,117490,630,16.36,3469
Kenya,Potatoes,1994,97108,630,16.58,3469
Kenya,Potatoes,1995,96575,630,16.52,4607
Kenya,Potatoes,1996,75918,630,16.44,6344
Kenya,Potatoes,1997,70425,630,16.77,5172
Kenya,Potatoes,1998,75177,630,16.53,4114
Kenya,Potatoes,1999,91410,630,16.7,3056
Kenya,Potatoes,2000,61770,630,16.73,1998
Kenya,Potatoes,2001,91596,630,16.1,1578
Kenya,Potatoes,2002,77113,630,16.61,1578
Kenya,Potatoes,2004,84401,630,16.92,1578
Kenya,Potatoes,2005,200000,630,17.28,1578
Kenya,Potatoes,2006,200000,630,16.92,1578
Kenya,Potatoes,2007,200000,630,16.6,1578
Kenya,Potatoes,2008,214815,630,16.66,1578
Kenya,Potatoes,2009,191199,630,17.3,1578
Kenya,Potatoes,2010,224279,630,16.82,1578
Kenya,Potatoes,2011,191690,630,16.9,1578
Kenya,Potatoes,2012,203389,630,16.84,1578
Kenya,Potatoes,2013,144262,630,16.91,1578
Kenya,"Rice, paddy",1990,30984,630,15.94,3469
Kenya,"Rice, paddy",1991,38846,630,16.26,3469
Kenya,"Rice, paddy",1992,35362,630,16.34,3469
Kenya,"Rice, paddy",1993,41483,630,16.36,3469
Kenya,"Rice, paddy",1994,43559,630,16.58,3469
Kenya,"Rice, paddy",1995,40000,630,16.52,4607
Kenya,"Rice, paddy",1996,40000,630,16.44,6344
Kenya,"Rice, paddy",1997,39724,630,16.77,5172
Kenya,"Rice, paddy",1998,48419,630,16.53,4114
Kenya,"Rice, paddy",1999,39845,630,16.7,3056
Kenya,"Rice, paddy",2000,37710,630,16.73,1998
Kenya,"Rice, paddy",2001,34091,630,16.1,1578
Kenya,"Rice, paddy",2002,34615,630,16.61,1578
Kenya,"Rice, paddy",2004,37280,630,16.92,1578
Kenya,"Rice, paddy",2005,39321,630,17.28,1578
Kenya,"Rice, paddy",2006,28062,630,16.92,1578
Kenya,"Rice, paddy",2007,28715,630,16.6,1578
Kenya,"Rice, paddy",2008,13076,630,16.66,1578
Kenya,"Rice, paddy",2009,19333,630,17.3,1578
Kenya,"Rice, paddy",2010,42384,630,16.82,1578
Kenya,"Rice, paddy",2011,39676,630,16.9,1578
Kenya,"Rice, paddy",2012,46643,630,16.84,1578
Kenya,"Rice, paddy",2013,39955,630,16.91,1578
Kenya,Sorghum,1990,8473,630,15.94,3469
Kenya,Sorghum,1991,9572,630,16.26,3469
Kenya,Sorghum,1992,11216,630,16.34,3469
Kenya,Sorghum,1993,7454,630,16.36,3469
Kenya,Sorghum,1994,8640,630,16.58,3469
Kenya,Sorghum,1995,5984,630,16.52,4607
Kenya,Sorghum,1996,5954,630,16.44,6344
Kenya,Sorghum,1997,7447,630,16.77,5172
Kenya,Sorghum,1998,7528,630,16.53,4114
Kenya,Sorghum,1999,7775,630,16.7,3056
Kenya,Sorghum,2000,6656,630,16.73,1998
Kenya,Sorghum,2001,8569,630,16.1,1578
Kenya,Sorghum,2002,8010,630,16.61,1578
Kenya,Sorghum,2004,5644,630,16.92,1578
Kenya,Sorghum,2005,12230,630,17.28,1578
Kenya,Sorghum,2006,8006,630,16.92,1578
Kenya,Sorghum,2007,9474,630,16.6,1578
Kenya,Sorghum,2008,5221,630,16.66,1578
Kenya,Sorghum,2009,5717,630,17.3,1578
Kenya,Sorghum,2010,7267,630,16.82,1578
Kenya,Sorghum,2011,6291,630,16.9,1578
Kenya,Sorghum,2012,7445,630,16.84,1578
Kenya,Sorghum,2013,7550,630,16.91,1578
Kenya,Soybeans,1990,8000,630,15.94,3469
Kenya,Soybeans,1991,8037,630,16.26,3469
Kenya,Soybeans,1992,8059,630,16.34,3469
Kenya,Soybeans,1993,8081,630,16.36,3469
Kenya,Soybeans,1994,8104,630,16.58,3469
Kenya,Soybeans,1995,8128,630,16.52,4607
Kenya,Soybeans,1996,8153,630,16.44,6344
Kenya,Soybeans,1997,8178,630,16.77,5172
Kenya,Soybeans,1998,8204,630,16.53,4114
Kenya,Soybeans,1999,8228,630,16.7,3056
Kenya,Soybeans,2000,8603,630,16.73,1998
Kenya,Soybeans,2001,8608,630,16.1,1578
Kenya,Soybeans,2002,8611,630,16.61,1578
Kenya,Soybeans,2004,8607,630,16.92,1578
Kenya,Soybeans,2005,8591,630,17.28,1578
Kenya,Soybeans,2006,8265,630,16.92,1578
Kenya,Soybeans,2007,8400,630,16.6,1578
Kenya,Soybeans,2008,8160,630,16.66,1578
Kenya,Soybeans,2009,7153,630,17.3,1578
Kenya,Soybeans,2010,9500,630,16.82,1578
Kenya,Soybeans,2011,12578,630,16.9,1578
Kenya,Soybeans,2012,14997,630,16.84,1578
Kenya,Soybeans,2013,12231,630,16.91,1578
Kenya,Sweet potatoes,1990,99153,630,15.94,3469
Kenya,Sweet potatoes,1991,109373,630,16.26,3469
Kenya,Sweet potatoes,1992,67531,630,16.34,3469
Kenya,Sweet potatoes,1993,96271,630,16.36,3469
Kenya,Sweet potatoes,1994,104396,630,16.58,3469
Kenya,Sweet potatoes,1995,100712,630,16.52,4607
Kenya,Sweet potatoes,1996,79880,630,16.44,6344
Kenya,Sweet potatoes,1997,111359,630,16.77,5172
Kenya,Sweet potatoes,1998,80590,630,16.53,4114
Kenya,Sweet potatoes,1999,105824,630,16.7,3056
Kenya,Sweet potatoes,2000,88375,630,16.73,1998
Kenya,Sweet potatoes,2001,90000,630,16.1,1578
Kenya,Sweet potatoes,2002,85000,630,16.61,1578
Kenya,Sweet potatoes,2004,94116,630,16.92,1578
Kenya,Sweet potatoes,2005,109577,630,17.28,1578
Kenya,Sweet potatoes,2006,96701,630,16.92,1578
Kenya,Sweet potatoes,2007,132796,630,16.6,1578
Kenya,Sweet potatoes,2008,142515,630,16.66,1578
Kenya,Sweet potatoes,2009,132895,630,17.3,1578
Kenya,Sweet potatoes,2010,99739,630,16.82,1578
Kenya,Sweet potatoes,2011,122689,630,16.9,1578
Kenya,Sweet potatoes,2012,128346,630,16.84,1578
Kenya,Sweet potatoes,2013,124706,630,16.91,1578
Kenya,Wheat,1990,16551,630,15.94,3469
Kenya,Wheat,1991,18484,630,16.26,3469
Kenya,Wheat,1992,19359,630,16.34,3469
Kenya,Wheat,1993,13795,630,16.36,3469
Kenya,Wheat,1994,22164,630,16.58,3469
Kenya,Wheat,1995,21064,630,16.52,4607
Kenya,Wheat,1996,20112,630,16.44,6344
Kenya,Wheat,1997,16132,630,16.77,5172
Kenya,Wheat,1998,18951,630,16.53,4114
Kenya,Wheat,1999,16534,630,16.7,3056
Kenya,Wheat,2000,15492,630,16.73,1998
Kenya,Wheat,2001,19890,630,16.1,1578
Kenya,Wheat,2002,21217,630,16.61,1578
Kenya,Wheat,2004,24827,630,16.92,1578
Kenya,Wheat,2005,23131,630,17.28,1578
Kenya,Wheat,2006,21875,630,16.92,1578
Kenya,Wheat,2007,30940,630,16.6,1578
Kenya,Wheat,2008,25845,630,16.66,1578
Kenya,Wheat,2009,16665,630,17.3,1578
Kenya,Wheat,2010,31991,630,16.82,1578
Kenya,Wheat,2011,20415,630,16.9,1578
Kenya,Wheat,2012,29720,630,16.84,1578
Kenya,Wheat,2013,27602,630,16.91,1578
Kenya,Yams,1990,88356,630,15.94,3469
Kenya,Yams,1991,80000,630,16.26,3469
Kenya,Yams,1992,74707,630,16.34,3469
Kenya,Yams,1993,67487,630,16.36,3469
Kenya,Yams,1994,74000,630,16.58,3469
Kenya,Yams,1995,69832,630,16.52,4607
Kenya,Yams,1996,59748,630,16.44,6344
Kenya,Yams,1997,57179,630,16.77,5172
Kenya,Yams,1998,48926,630,16.53,4114
Kenya,Yams,1999,92318,630,16.7,3056
Kenya,Yams,2000,55641,630,16.73,1998
Kenya,Yams,2001,78980,630,16.1,1578
Kenya,Yams,2002,54886,630,16.61,1578
Kenya,Yams,2004,83525,630,16.92,1578
Kenya,Yams,2005,86683,630,17.28,1578
Kenya,Yams,2006,95024,630,16.92,1578
Kenya,Yams,2007,74649,630,16.6,1578
Kenya,Yams,2008,75874,630,16.66,1578
Kenya,Yams,2009,45170,630,17.3,1578
Kenya,Yams,2010,65645,630,16.82,1578
Kenya,Yams,2011,91154,630,16.9,1578
Kenya,Yams,2012,116053,630,16.84,1578
Kenya,Yams,2013,135962,630,16.91,1578
Latvia,Potatoes,1992,120475,641,6.89,1005
Latvia,Potatoes,1993,145006,641,5.58,476
Latvia,Potatoes,1994,129963,641,5.87,294
Latvia,Potatoes,1995,114701,641,6.54,358
Latvia,Potatoes,1996,137471,641,4.9,361
Latvia,Potatoes,1997,135948,641,6.17,334
Latvia,Potatoes,1998,118044,641,5.95,369
Latvia,Potatoes,1999,158782,641,7.07,326.86
Latvia,Potatoes,2000,145634,641,7.47,284.72
